,A_UR: quality demands,A_User's programming ability,A_UR: need for model transparency,A_UR: Availability of a well documented library,A_UR: Computer operating system,A_Hardware: Number of workers/kernels for parallel computing,A_Production application area,A_Number of maximum function evaluations/ trials budget,A_Running time per trial [s],A_Total Computing Time [s],A_Machine Learning Algorithm,A_Obtainability of good approximate,A_Supports parallel evaluations,A_Dimensionality of HPs,A_Conditional HP space,A_HP datatypes,A_Availability of a warm-start HP configuration,A_Obtainability of gradients,A_Input Data,A_#Instances training dataset,A_Ratio training to test dataset,A_Noise in dataset,A_Training Technique,A_ML task,A_Detailed ML task,D_Default Values,D_Random Search,D_Grid Search,D_CMA-ES,D_PBT,D_HOAG,D_SMAC,D_TPE,D_GPBO,D_MTBO,D_BOHAMIANN,D_DNGO,D_SHA,D_HB,D_ASHA,D_FABOLAS,D_BOHB,D_HB-LCNet,del_UR: quality demands,del_User's programming ability,del_UR: need for model transparency,del_UR: Availability of a well documented library,del_UR: Computer operating system,del_Hardware: Number of workers/kernels for parallel computing,del_Production application area,del_Number of maximum function evaluations/ trials budget,del_Running time per trial [s],del_Total Computing Time [s],del_Machine Learning Algorithm,del_Obtainability of good approximate,del_Supports parallel evaluations,del_Dimensionality of HPs,del_Conditional HP space,del_HP datatypes,del_Availability of a warm-start HP configuration,del_Obtainability of gradients,del_Input Data,del_#Instances training dataset,del_Ratio training to test dataset,del_Noise in dataset,del_Training Technique,del_ML task,del_Detailed ML task,Antecedent_Importance
214,,,,,,,,,,,,,,1.0:3,,,,,,,,,,,,,0.11111,0.11111,0.11111,,,0.11111,0.11111,0.11111,,,,0.11111,0.11111,,,0.11111,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,
215,,,,,,,,,,,,,,4.0:10,,,,,,,,,,,,,0.16667,,,,,0.16667,0.16667,,,,,0.16667,0.16667,,,0.16667,,,,,,,,,,,,,,,0.014285714285714285,,,,,,,,,,,,
216,,,,,,,,,,,,,,4.0:10,,,,,,,,,,,,,0.14286,0.14286,0.14286,0.14286,,0.14286,0.14286,0.14286,,,,,,,,,,,,,,,,,,,,,,,0.014285714285714285,,,,,,,,,,,,
217,,,,,,,,,,,,,,4.0:10,,,,,,,,,,,,,0.50000,,,,,,,,,,,,0.50000,,,,,,,,,,,,,,,,,,0.014285714285714285,,,,,,,,,,,,
218,,,,,,,,,,,,,,> 10,,,,,,,,,,,,,0.50000,,,,,,,,,,,,0.50000,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,
219,,,,,,,,,,,,,,> 10,,,,,,,,,,,,,,,,,,0.50000,0.50000,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,
220,,,,,,,,,,,,,,> 10,,,,,,,,,,,,,,,,0.33333,,0.33333,0.33333,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,
221,,,,,,,,,,,,,,> 10,,,,,,,,,,,,,,,0.16667,,,0.16667,0.16667,,,,,0.16667,0.16667,,,0.16667,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,
222,,,,,,,,,,,,,,,,"[continuous, discrete, ordinal, nominal]",,,,,,,,,,,0.20000,,0.20000,,,0.20000,,,,,,,0.20000,,,0.20000,,,,,,,,,,,,,,,,,0.09090909090909091,,,,,,,,,,
223,,,,,,,,,,,,,,,,"[continuous, discrete, ordinal, nominal]",,,,,,,,,,,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,0.09090909090909091,,,,,,,,,,
224,,,,,,,,,,,,,,,,"[continuous, discrete, ordinal, nominal]",,,,,,,,,,,0.33333,0.33333,,,,,,,,,,,0.33333,,,,,,,,,,,,,,,,,,,,0.09090909090909091,,,,,,,,,,
225,,,,,,,,,,,,,,,,,,,,,,,Online,,,0.20000,,,,,,,,,,,,0.20000,0.20000,0.20000,,0.20000,,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,,,
226,,,,,,,,,,,,,,,,,,,,,,,Online,,,0.20000,,,,,,,,,,,,0.20000,0.20000,0.20000,,0.20000,,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,,,
227,,,,,,,,,,,,,,,,,,,,,,,Online,,,0.20000,,,,,,,,,,,,0.20000,0.20000,0.20000,,0.20000,,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,,,
228,,,,,,,,,,,,,,,,,,,,,,,Online,,,0.20000,,,,,,,,,,,,0.20000,0.20000,0.20000,,0.20000,,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,,,
229,,,,,,,,,,,,,,,,,,,,,,,Online,,,0.20000,,,,,,,,,,,,0.20000,0.20000,0.20000,,0.20000,,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,,,
230,,,,,,,,,,,,,,,,,,,,,,,Online,,,0.20000,,,,,,,,,,,,0.20000,0.20000,0.20000,,0.20000,,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,,,
231,medium,medium,,,,1,,,,1.0:86400,Convolutional Neural Net,no,,,,,,,Image Data,>50000,,yes,,Multiclass Classification,Image Recognition,0.50000,0.25000,0.25000,,,,,,,,,,,,,,,,1.1916280446843626,0.29790701117109064,,,,0.052571825500780704,,,,0.23832560893687252,0.19860467411406044,0.223430258378318,,,,,,,0.0674506440387375,3.574884134053088,,0.2553488667180777,,0.053356479612732655,0.06383721667951943,
232,high,high,,,Linux,>1,,,,>1296000,Convolutional Neural Net,no,,,,,,,Image Data,>100000,,yes,,Object Detection,Object Detection,0.20000,,0.40000,0.40000,,,,,,,,,,,,,,,0.14291467038845312,0.3175881564187847,,,0.952764469256354,0.11433173631076249,,,,1.4291467038845311,0.15879407820939234,0.1786433379855664,,,,,,,0.05393006429752947,0.28582934077690625,,0.2041638148406473,,2.8582934077690623,2.8582934077690623,
233,high,low,,,,>1,,,,>1296000,Convolutional Neural Net,no,,,,,,,Image Data,,,yes,,Multiclass Classification,Image Recognition,0.20000,,,0.10000,0.10000,,,,,,,,,,0.40000,,0.20000,,0.2712027865360332,2.712027865360332,,,,0.21696222922882655,,,,2.712027865360332,0.3013364294844813,0.3390034831700415,,,,,,,0.10234067416454082,,,0.3874325521943331,,0.08095605568239797,0.09685813804858327,
234,high,medium,no,yes,Windows,1,Process Parameter Prediction,,>200,>172800,LSTM,no,,,,"[continuous, discrete, ordinal, nominal]",,,Tabular Data ,>1000000,1.0:4,yes,Offline,Regression,Time Series Prediction,0.12500,0.12500,,,,,0.12500,0.12500,0.12500,,,,0.12500,0.12500,,,0.12500,,0.2289505265826818,0.38158421097113626,0.7631684219422725,0.38158421097113626,1.144752632913409,0.067338390171377,0.508778947961515,,1.526336843884545,1.526336843884545,4.579010531653636,0.28618815822835225,,,,0.4162736846957851,,,0.7631684219422725,1.144752632913409,0.11168318369886916,0.3270721808324025,0.039817482883944655,0.2543894739807575,0.4162736846957851,
235,medium,medium,no,yes,Windows,1,Predictive Quality,,,7200.0:172800,Random Forest,yes,yes,,,"[continuous, discrete, ordinal, nominal]",,,Tabular Data ,1000.0:10000,1.0:4,no,Offline,Binary Classification,Time Series Prediction,0.20000,,,,,,0.20000,,0.20000,,,,,0.20000,,,0.20000,,2.742384894616261,0.6855962236540653,1.3711924473081305,0.6855962236540653,2.0567886709621956,0.12098756888012917,0.3164290263018763,,,0.8227154683848784,0.48395027552051667,0.3917692706594659,0.2653920865757672,,,0.7479231530771622,,,1.3711924473081305,4.113577341924391,0.20066230936216545,1.3711924473081305,0.07154047551172855,0.3164290263018763,0.7479231530771622,
236,medium,medium,no,yes,Windows,1,Predictive Maintenance,,,>172800,Random Forest,no,yes,,,"[continuous, discrete, ordinal, nominal]",,,Tabular Data ,>1000000,1.0:4,yes,Offline,Multiclass Classification,,0.14286,,,,,,0.14286,0.14286,0.14286,,,,0.14286,0.14286,,,0.14286,,3.1744749333636775,0.7936187333409194,1.5872374666818387,0.7936187333409194,2.3808562000227584,0.14005036470722107,0.453496419051954,,,3.1744749333636775,0.5602014588288843,0.5952140500056896,0.3072072516158398,,,0.8657658909173667,,,1.5872374666818387,2.3808562000227584,0.23227865366075692,0.6802446285779309,0.08281238956600899,0.14214066865807512,,
237,high,medium,no,yes,Linux,>1,Predictive Quality,,,7200.0:172800,XGBoost,no,,,,"[continuous, discrete, ordinal, nominal]",,,Tabular Data ,>1000000,>4,yes,Offline,Multiclass Classification,,0.25000,,,,,,,,0.25000,,,,,0.25000,,,0.25000,,0.604021939537372,1.0067032325622867,2.0134064651245733,1.0067032325622867,4.026812930249147,0.4832175516298976,0.4646322611825939,,,1.208043879074744,1.3422709767497156,0.755027424421715,,,,1.0982217082497674,,,2.0134064651245733,3.02010969768686,0.6358125679340758,0.8628884850533886,0.10504729383258644,0.18030505657832,,
238,high,medium,no,no,Windows,1,Process Design,,>200,7200.0:172800,Random Forest,yes,yes,,,"[continuous, discrete, ordinal, nominal]",,,Tabular Data ,1000.0:10000,1.0:4,yes,Offline,Binary Classification,,0.33333,0.33333,,,,,,,0.33333,,,,,,,,,,0.16899365920661996,0.2816560986776999,0.5633121973553998,3.3798731841323995,0.8449682960330999,0.049704017413711755,3.3798731841323995,,1.1266243947107997,0.3379873184132399,0.19881606965484702,0.16094634210154282,0.1090281672300774,,,0.30726119855749084,,,0.5633121973553998,1.6899365920661997,0.08243593132030243,0.24141951315231422,0.029390201601151297,0.12999512246663075,,
239,high,high,no,yes,Linux,>1,Process Parameter Prediction,,>200,>172800,Gradient Boosting Machine,no,,,yes,"[continuous, discrete, ordinal, nominal]",,,Tabular Data ,>1000000,1.0:4,yes,Offline,Regression,Time Series Prediction,0.14286,,,,,,0.14286,0.14286,0.14286,,,,0.14286,0.14286,,,0.14286,,0.23161089491906747,0.5146908775979276,0.7720363163968914,0.3860181581984457,1.5440726327937828,0.18528871593525398,0.5146908775979276,,1.5440726327937828,1.5440726327937828,4.632217898381349,0.2895136186488343,,,0.18528871593525398,0.4211107180346681,,,0.7720363163968914,1.1580544745953372,0.11298092435076461,0.3308727070272392,0.04028015563809869,0.2573454387989638,0.4211107180346681,
240,,,,,,,,,,,,yes,,,,,,,,>100000,1.0:4,yes,Offline,Regression,Time Series Prediction,0.12500,0.12500,,,,,0.12500,0.12500,0.12500,,,,0.12500,0.12500,,,0.12500,,,,,,,,,,,,,1.539905055212016,,,,,,,,3.233800615945234,0.788731857547618,2.309857582818024,0.28120005356045513,1.796555897747352,2.9398187417683945,
241,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,0.14286,,,0.14286,0.14286,0.14286,,0.14286,,,0.14286,,,0.14286,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
242,,low,,,,,,,,,,,,,,,,,,,,,,,,1.00000,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,
